activity_id,start_date_local,start_date_utc,name,sport_type,trainer,commute,moving_time_sec,elapsed_time_sec,distance_m,distance_mi,total_elevation_gain_m,total_elevation_gain_ft,average_speed_mps,average_speed_mph,max_speed_mps,max_speed_mph,average_heartrate,max_heartrate,average_watts,weighted_average_watts,kilojoules,average_cadence,device_name,achievement_count,pr_count,suffer_score,calories,perceived_exertion,has_heartrate,has_run_segments
A0321,2026-01-12 14:29:40,2026-01-13T06:29:40Z,Fitbod - Sore in 6 mins - Chest,WeightTraining,TRUE,FALSE,483,483,,,0,0,0,0,0,0,,,,,,,Fitbod,,,,,,,
A0322,2026-01-12 13:32:45,2026-01-13T05:32:45Z,Night Walk,Walk,FALSE,FALSE,1646,1711,2084.2,1.2950614382,32.4,106.299216,1.266,2.83196604,1.98,4.4291412,83.6,98,,,,,Apple Watch Ultra,,,,,,,
A0323,2026-01-12 8:01:39,2026-01-13T00:01:39Z,Fitbod - Run Mobility/Strength,WeightTraining,TRUE,FALSE,3559,3559,,,0,0,0,0,0,0,,,,,,,Fitbod,,,,,,,
A0324,2026-01-11 13:39:40,2026-01-12T05:39:40Z,Night Walk,Walk,FALSE,FALSE,1648,1680,2117.6,1.3158152296,25.8,84.645672,1.285,2.8744679,2.087,4.66849378,86.9,97,,,,,Apple Watch Ultra,,,,,,,
A0325,2026-01-11 3:23:01,2026-01-11T19:23:01Z,Zwift - May Field in Watopia,VirtualRun,FALSE,FALSE,2698,2728,7270.5,4.5176778555,0,0,2.695,6.0285533,2.88,6.4423872,133.3,143,,,,89.3,Zwift Run,,,,,,,
A0326,2026-01-11 0:34:39,2026-01-11T16:34:39Z,Zwift - Sugar Cookie in Watopia,VirtualRide,FALSE,FALSE,9790,9790,88637.7,55.0768962867,402,1318.89768,9.054,20.25325476,14.6,32.659324,132.8,146,138.7,141,1358.1,99,Zwift,,,,,,,
A0327,2026-01-11 0:30:08,2026-01-11T16:30:08Z,Morning Ride,Ride,TRUE,FALSE,10117,10117,,,0,0,0,0,0,0,132,146,,,,,Apple Watch Ultra,,,,,,,
A0328,2026-01-11 0:28:35,2026-01-11T16:28:35Z,Zwift - Gotham Grind in New York,VirtualRide,FALSE,FALSE,225,225,2010.7,1.2493906697,24,78.74016,8.936,19.98929584,13.44,30.0644736,114.2,120,147.3,139,33.1,96.6,Zwift,,,,,,,
A0329,2026-01-10 13:25:05,2026-01-11T05:25:05Z,Night Walk,Walk,FALSE,FALSE,1634,1690,2108.7,1.3102850277,29.8,97.769032,1.29,2.8856526,2.033,4.54769902,88.8,101,,,,,Apple Watch Ultra,,,,,,,
A0330,2026-01-10 5:07:41,2026-01-10T21:07:41Z,Zwift - May Field in Watopia,VirtualRun,FALSE,FALSE,1231,1235,3243.3,2.0152925643,0,0,2.635,5.8943369,2.84,6.3529096,132.5,138,,,,87.7,Zwift Run,,,,,,,
A0331,2026-01-10 5:07:33,2026-01-10T21:07:33Z,Afternoon Run,Run,TRUE,FALSE,1236,1236,3580.7,2.2249431397,0,0,2.897,6.48041518,3.42,7.6503348,137.9,147,,,,,Apple Watch Ultra,,,,,,,
A0332,2026-01-10 3:01:20,2026-01-10T19:01:20Z,Zwift - Group Ride: Long - Stage 1 - Tour de Zwift on Shisa Shakedown in Makuri Islands,VirtualRide,FALSE,FALSE,7232,7232,57896.9,35.9754546499,570,1870.0788,8.006,17.90894164,16.9,37.804286,135.9,145,144.3,146,1043.5,98.9,Zwift,,,,,,,
A0333,2026-01-10 1:11:44,2026-01-10T17:11:44Z,Morning Swim,Swim,TRUE,FALSE,4151,4151,3017.5,1.8749869925,0,0,0.727,1.62625538,4.58,10.2451852,125.3,153,,,,,Apple Watch Ultra,,,,,,,
A0334,2026-01-09 14:43:58,2026-01-10T06:43:58Z,Outdoor Walking,Walk,FALSE,FALSE,1637,1662,2089.3,1.2982304303,27.1,88.910764,1.276,2.85433544,1.7,3.802798,87.9,105,,,,53.5,,,,,,,,
A0335,2026-01-09 13:03:28,2026-01-10T05:03:28Z,Fitbod - Run Mobility/Strength,WeightTraining,TRUE,FALSE,4373,4373,,,0,0,0,0,0,0,,,,,,,Fitbod,,,,,,,
A0336,2026-01-08 23:07:59,2026-01-09T15:07:59Z,Pool Swim,Swim,TRUE,FALSE,2077,3117,2148.8,1.3352020048,0,0,1.035,2.3152329,1.76,3.9370144,124.9,150,,,,,,,,,,,,
A0337,2026-01-08 13:40:55,2026-01-09T05:40:55Z,Night Walk,Walk,FALSE,FALSE,1536,1600,2045,1.270703695,28,91.86352,1.331,2.97736714,2.16,4.8317904,87,105,,,,,Apple Watch Ultra,,,,,,,
A0338,2026-01-08 11:18:52,2026-01-09T03:18:52Z,Fitbod - Glute Mobility protocol,WeightTraining,TRUE,FALSE,1666,1666,,,0,0,0,0,0,0,,,,,,,Fitbod,,,,,,,
A0339,2026-01-08 10:25:17,2026-01-09T02:25:17Z,Fitbod - Pull Up Training,WeightTraining,TRUE,FALSE,984,984,,,0,0,0,0,0,0,,,,,,,Fitbod,,,,,,,
A0340,2026-01-08 7:09:26,2026-01-08T23:09:26Z,Afternoon Walk,Walk,FALSE,FALSE,779,867,1176,0.730732296,0,0,1.51,3.3777794,2.327,5.20535938,101.9,113,,,,,Apple Watch Ultra,,,,,,,
A0341,2026-01-08 6:52:44,2026-01-08T22:52:44Z,Afternoon Walk,Walk,FALSE,FALSE,700,832,1066.9,0.6629407199,42,137.79528,1.524,3.40909656,2.507,5.60800858,111.1,123,,,,,Apple Watch Ultra,,,,,,,
A0342,2026-01-08 3:37:00,2026-01-08T19:37:00Z,Zwift - May Field in Watopia,VirtualRun,FALSE,FALSE,1014,1018,2704.3,1.6803735953,0,0,2.667,5.96591898,2.82,6.3081708,129.7,137,,,,88.4,Zwift Run,,,,,,,
A0343,2026-01-08 2:32:51,2026-01-08T18:32:51Z,Zwift - Volcano Climb in Watopia,VirtualRide,FALSE,FALSE,3383,3383,28026,17.414543646,330,1082.6772,8.284,18.53081096,15.58,34.8515252,137,156,152.8,156,516.8,99.4,Zwift,,,,,,,
,2026-01-07 13:24:04,2026-01-08T05:24:04Z,Night Walk,Walk,FALSE,FALSE,1602,1656,2101,1.305500471,28.4,93.175856,1.311,2.93262834,2.133,4.77139302,91.2,101,,,,,Apple Watch Ultra,,,,,,,
,2026-01-07 7:19:26,2026-01-07T23:19:26Z,Afternoon Run,Run,FALSE,FALSE,5821,5862,15093,9.378352503,393.2,1290.026288,2.593,5.80038542,4.46,9.9767524,134.5,147,201.2,202,1171,,Apple Watch Ultra,,,,,,,
,2026-01-06 23:08:58,2026-01-07T15:08:58Z,Morning Swim,Swim,TRUE,FALSE,3041,3041,2194.6,1.3636607966,0,0,0.722,1.61507068,4.58,10.2451852,121.4,151,,,,,Apple Watch Ultra,,,,,,,
,2026-01-06 13:23:54,2026-01-07T05:23:54Z,Night Walk,Walk,FALSE,FALSE,1720,1784,2201,1.367637571,23.2,76.115488,1.28,2.8632832,2.127,4.75797138,87.1,100,,,,,Apple Watch Ultra,,,,,,,
,2026-01-06 11:51:02,2026-01-07T03:51:02Z,Fitbod - Kettlebell Conditioning,WeightTraining,TRUE,FALSE,2713,2713,,,0,0,0,0,0,0,,,,,,,Fitbod,,,,,,,
,2026-01-06 10:25:43,2026-01-07T02:25:43Z,Fitbod - Sore in 6 mins - Chest,WeightTraining,TRUE,FALSE,492,492,,,0,0,0,0,0,0,,,,,,,Fitbod,,,,,,,
,2026-01-06 1:02:22,2026-01-06T17:02:22Z,Zwift - Maria Pacer: Sugar Cookie in Watopia,VirtualRide,FALSE,FALSE,3131,3131,31413.6,19.5195000456,158,518.37272,10.033,22.44321902,16.22,36.2831668,126.5,143,144.2,150,451.6,99,Zwift,,,,,,,
,2026-01-05 12:27:26,2026-01-06T04:27:26Z,Evening Walk,Walk,FALSE,FALSE,1747,1945,2102.9,1.3066810759,30.8,101.049872,1.204,2.69327576,2.147,4.80271018,90.6,99,,,,,Apple Watch Ultra,,,,,,,
,2026-01-04 10:08:53,2026-01-05T02:08:53Z,Evening Walk,Walk,FALSE,FALSE,1736,2075,2211.2,1.3739755552,30.8,101.049872,1.274,2.84986156,2.047,4.57901618,91,103,,,,,Apple Watch Ultra,,,,,,,
,2026-01-04 2:33:45,2026-01-04T18:33:45Z,Zwift - The Big Ring in Watopia,VirtualRide,FALSE,FALSE,3878,3878,32510.9,20.2013304439,136,446.19424,8.383,18.75226802,22.32,49.9285008,108.9,127,97.4,102,377.9,98.7,Zwift,,,,,,,
,2026-01-03 8:59:53,2026-01-04T00:59:53Z,Afternoon Walk,Walk,FALSE,FALSE,1419,1502,1771.9,1.1010072749,31.2,102.362208,1.249,2.79393806,1.92,4.2949248,92.9,101,,,,,Apple Watch Ultra,,,,,,,
,2026-01-03 3:07:00,2026-01-03T19:07:00Z,Zwift - May Field in Watopia,VirtualRun,FALSE,FALSE,3606,3626,9190.6,5.7107723126,0,0,2.549,5.70196006,2.96,6.6213424,132.9,152,,,,85.8,Zwift Run,,,,,,,
,2026-01-03 1:10:22,2026-01-03T17:10:22Z,Morning Swim,Swim,TRUE,FALSE,4138,4138,2971.8,1.8465903378,0,0,0.718,1.60612292,4.58,10.2451852,124.5,151,,,,,Apple Watch Ultra,,,,,,,
,2026-01-02 1:02:45,2026-01-02T17:02:45Z,Zwift - Volcano Circuit in Watopia,VirtualRide,FALSE,FALSE,9746,9746,88657.5,55.0891994325,437,1433.72708,9.097,20.34944318,14.82,33.1514508,124.3,143,120.7,125,1176.4,97.7,Zwift,,,,,,,
,2026-01-01 23:07:40,2026-01-02T15:07:40Z,Morning Swim,Swim,TRUE,FALSE,3142,3142,2080.3,1.2926380913,0,0,0.662,1.48085428,4.58,10.2451852,121.7,153,,,,,Apple Watch Ultra,,,,,,,
,2026-01-01 2:23:50,2026-01-01T18:23:50Z,Morning Run,Run,TRUE,FALSE,1202,1202,2953.6,1.8352813856,0,0,2.457,5.49616158,3.26,7.2924244,120.5,161,,,,,Apple Watch Ultra,,,,,,,
,2026-01-01 1:04:23,2026-01-01T17:04:23Z,Morning Ride,Ride,TRUE,FALSE,4630,4630,,,0,0,0,0,0,0,121.3,143,,,,,Apple Watch Ultra,,,,,,,
,2025-12-31 0:35:25,2025-12-31T16:35:25Z,Morning Run,Run,TRUE,FALSE,4481,4481,11008.4,6.8403005164,0,0,2.457,5.49616158,3.64,8.1424616,143.9,169,,,,,Apple Watch Ultra,,,,,,,
,2025-12-30 23:08:27,2025-12-31T15:08:27Z,Morning Swim,Swim,TRUE,FALSE,3091,3091,2331.7,1.4488507607,0,0,0.754,1.68665276,4.58,10.2451852,127.5,147,,,,,Apple Watch Ultra,,,,,,,
,2025-12-30 13:42:50,2025-12-31T05:42:50Z,Fitbod - Kettlebell Conditioning,WeightTraining,TRUE,FALSE,2748,2748,,,0,0,0,0,0,0,,,,,,,Fitbod,,,,,,,
,2025-12-30 7:30:33,2025-12-30T23:30:33Z,Afternoon Walk,Walk,FALSE,FALSE,1834,2078,2077,1.290587567,11.4,37.401576,1.133,2.53445302,10.62,23.7563028,84.7,99,,,,,Apple Watch Ultra,,,,,,,
,2025-12-30 0:50:09,2025-12-30T16:50:09Z,Morning Ride,Ride,TRUE,FALSE,4204,4204,,,0,0,0,0,0,0,121.9,138,,,,,Apple Watch Ultra,,,,,,,
,2025-12-29 14:27:29,2025-12-30T06:27:29Z,Fitbod - Run Mobility/Strength,WeightTraining,TRUE,FALSE,4208,4208,,,0,0,0,0,0,0,,,,,,,Fitbod,,,,,,,
,2025-12-28 4:39:48,2025-12-28T20:39:48Z,Lunch Run,Run,FALSE,FALSE,1811,1816,5581.5,3.4681822365,34.8,114.173232,3.082,6.89424908,4.333,9.69266102,147.6,160,223.2,223,404.2,,Apple Watch Ultra,,,,,,,
,2025-12-28 0:42:58,2025-12-28T16:42:58Z,Morning Ride,Ride,FALSE,FALSE,12553,13355,85171.9,52.9233486749,436,1430.44624,6.785,15.1776379,14.96,33.4646224,125.5,152,119.8,134,1456.4,88.9,Wahoo ELEMNT BOLT,,,,,,,
,2025-12-27 14:02:25,2025-12-28T06:02:25Z,Night Walk,Walk,FALSE,FALSE,1516,1578,2005.6,1.2462216776,34.4,112.860896,1.323,2.95947162,2.152,4.81389488,88.9,104,,,,,Apple Watch Ultra,,,,,,,
,2025-12-27 3:23:08,2025-12-27T19:23:08Z,Zwift - May Field in Watopia,VirtualRun,FALSE,FALSE,1218,1222,3284.7,2.0410173237,0,0,2.697,6.03302718,2.9,6.487126,135.8,143,,,,86.1,Zwift Run,,,,,,,
,2025-12-27 1:49:06,2025-12-27T17:49:06Z,Zwift - Triple Flat Loops in Watopia,VirtualRide,FALSE,FALSE,5466,5466,48487,30.128415677,240,787.4016,8.871,19.84389474,16.08,35.9699952,126.7,139,119.2,122,651.7,97.8,Zwift,,,,,,,
,2025-12-27 0:13:16,2025-12-27T16:13:16Z,Morning Swim,Swim,TRUE,FALSE,3001,3001,2286,1.420454106,0,0,0.762,1.70454828,4.58,10.2451852,129.2,149,,,,,Apple Watch Ultra,,,,,,,
,2025-12-26 14:08:55,2025-12-27T06:08:55Z,Night Walk,Walk,FALSE,FALSE,1595,1672,2092.2,1.3000324062,28.2,92.519688,1.312,2.93486528,2.067,4.62375498,93.4,106,,,,,Apple Watch Ultra,,,,,,,
,2025-12-26 3:08:28,2025-12-26T19:08:28Z,Lunch Swim,Swim,TRUE,FALSE,3096,3096,2286,1.420454106,0,0,0.738,1.65086172,4.58,10.2451852,127.6,153,,,,,Apple Watch Ultra,,,,,,,
,2025-12-25 13:27:16,2025-12-26T05:27:16Z,Night Walk,Walk,FALSE,FALSE,1721,1804,2125.6,1.3207861976,34.2,112.204728,1.235,2.7626209,2.12,4.7423128,86,106,,,,,Apple Watch Ultra,,,,,,,
,2025-12-25 10:04:20,2025-12-26T02:04:20Z,Fitbod - Run Mobility/Strength,WeightTraining,TRUE,FALSE,4590,4590,,,0,0,0,0,0,0,,,,,,,Fitbod,,,,,,,
